trans_id,sender_id,receiver_id,amount,drain_ratio,amount_deviation,is_night_tx,time_to_pay_ms,rapid_outbound_after_inbound,forwarding_delay_mins,is_round_amount,distance_from_50k_threshold,distance_from_1L_threshold,near_threshold_flag,fragmentation_score,counterparty_diversity,txn_velocity_1h,balance_depletion_speed,empty_account_flag,is_sim_bound_at_tx
T15426,U10034,U18826,11821.0,0.3835,1.1973462083867918,0,3727320000,0,62122.0,0,38179.0,88179.0,0,0.0,3,3,0.3835,0,True
T5670,U10034,U19744,10179.0,0.2094,1.0310284286582485,0,115860000,0,1931.0,0,39821.0,89821.0,0,0.0,3,3,0.2094,0,True
T14291,U10035,U12519,2315.0,0.0177,1.0,1,999999000,0,16666.65,0,47685.0,97685.0,0,0.0,1,1,0.0177,0,True
T9995,U10036,U20836,12042.0,0.1545,1.0,0,999999000,0,16666.65,0,37958.0,87958.0,0,0.0,1,1,0.1545,0,True
T10136,U10037,U11004,1834.0,0.0655,1.0,1,999999000,0,16666.65,0,48166.0,98166.0,0,0.0,1,1,0.0655,0,True
T7869,U10039,U15275,14874.0,0.1933,1.0,0,999999000,0,16666.65,0,35126.0,85126.0,0,0.0,1,1,0.1933,0,True
T9043,U10040,U12274,6281.0,0.0584,0.6569396506641565,0,999999000,0,16666.65,0,43719.0,93719.0,0,0.0,2,2,0.0584,0,True
T4697,U10040,U5491,12841.0,0.1066,1.3430603493358435,0,1306440000,0,21774.0,0,37159.0,87159.0,0,0.0,2,2,0.1066,0,True
T301,U10044,U14021,5534.0,0.0398,1.5534035087719298,0,999999000,0,16666.65,0,44466.0,94466.0,0,0.0,2,2,0.0398,0,True
T2390,U10044,U17831,1591.0,0.0119,0.44659649122807016,0,733980000,0,12233.0,0,48409.0,98409.0,0,0.0,2,2,0.0119,0,True
T8835,U10046,U19273,11520.0,0.1115,1.0,0,999999000,0,16666.65,0,38480.0,88480.0,0,0.0,1,1,0.1115,0,True
T13992,U10049,U19518,11678.0,0.1415,1.0,0,999999000,0,16666.65,0,38322.0,88322.0,0,0.0,1,1,0.1415,0,True
T2380,U10050,U815,13905.0,0.5937,1.0,0,999999000,0,16666.65,0,36095.0,86095.0,0,0.0,1,1,0.5937,0,True
T5681,U10051,U16526,9758.0,0.0656,1.0,1,999999000,0,16666.65,0,40242.0,90242.0,0,0.0,1,1,0.0656,0,True
T7731,U10052,U18413,5282.0,0.0599,1.0,0,999999000,0,16666.65,0,44718.0,94718.0,0,0.0,1,1,0.0599,0,True
T10270,U10053,U14293,7942.0,0.1757,1.0,0,999999000,0,16666.65,0,42058.0,92058.0,0,0.0,1,1,0.1757,0,True
T2359,U10055,U9164,2208.0,0.114,0.8155626692932775,0,999999000,0,16666.65,0,47792.0,97792.0,0,0.0,3,3,0.114,0,True
T2691,U10055,U12730,184.0,0.0107,0.06796355577443979,1,74100000,0,1235.0,0,49816.0,99816.0,0,0.0,3,3,0.0107,0,True
T6113,U10055,U3985,5730.0,0.3375,2.1164737749322824,0,360540000,0,6009.0,0,44270.0,94270.0,0,0.0,3,3,0.3375,0,True
T9968,U10058,U13018,1179.0,0.0589,1.0,0,999999000,0,16666.65,0,48821.0,98821.0,0,0.0,1,1,0.0589,0,True
T16637,U10059,U9252,3761.0,0.0863,1.0,0,999999000,0,16666.65,0,46239.0,96239.0,0,0.0,1,1,0.0863,0,True
T15869,U1006,U3652,2350.0,0.0268,1.0,0,999999000,0,16666.65,0,47650.0,97650.0,0,0.0,1,1,0.0268,0,True
T12372,U10064,U1927,445.0,0.0151,1.0,0,999999000,0,16666.65,0,49555.0,99555.0,0,0.0,1,1,0.0151,0,True
T17068,U10065,U11729,3530.0,0.0261,0.8547215496368039,1,999999000,0,16666.65,0,46470.0,96470.0,0,0.0,2,2,0.0261,0,True
T13586,U10065,U20950,4730.0,0.0338,1.145278450363196,0,1357980000,0,22633.0,0,45270.0,95270.0,0,0.0,2,2,0.0338,0,True
T9809,U10068,U2630,8532.0,0.1028,1.0,0,999999000,0,16666.65,0,41468.0,91468.0,0,0.0,1,1,0.1028,0,True
T16433,U1007,U6856,6484.0,0.0798,1.0,0,999999000,0,16666.65,0,43516.0,93516.0,0,0.0,1,1,0.0798,0,True
T12495,U10070,U5540,9416.0,0.1988,1.0,1,999999000,0,16666.65,0,40584.0,90584.0,0,0.0,1,1,0.1988,0,True
T14733,U10071,U5791,5228.0,0.0939,1.0,0,999999000,0,16666.65,0,44772.0,94772.0,0,0.0,1,1,0.0939,0,True
T16820,U10072,U13000,14799.0,0.5308,1.2578835529111771,0,999999000,0,16666.65,0,35201.0,85201.0,0,0.0,2,2,0.5308,0,True
T14189,U10072,U20131,8731.0,0.2385,0.7421164470888227,0,2802660000,0,46711.0,0,41269.0,91269.0,0,0.0,2,2,0.2385,0,True
T14038,U10075,U11561,10209.0,0.0887,0.9040113344549721,1,999999000,0,16666.65,0,39791.0,89791.0,0,0.0,2,2,0.0887,0,True
T17991,U10075,U12220,12377.0,0.118,1.095988665545028,1,342360000,0,5706.0,0,37623.0,87623.0,0,0.0,2,2,0.118,0,True
T3041,U10076,U20670,5977.0,0.0473,1.0,0,999999000,0,16666.65,0,44023.0,94023.0,0,0.0,1,1,0.0473,0,True
T1477,U10078,U11293,1069.0,0.0144,1.0,1,999999000,0,16666.65,0,48931.0,98931.0,0,0.0,1,1,0.0144,0,True
T10644,U10079,U16238,14363.0,0.1477,1.0,1,999999000,0,16666.65,0,35637.0,85637.0,0,0.0,1,1,0.1477,0,True
T15314,U1008,U17395,12759.0,0.09,1.0,1,999999000,0,16666.65,0,37241.0,87241.0,0,0.0,1,1,0.09,0,True
T15868,U10081,U13300,13619.0,0.3823,1.0,1,999999000,0,16666.65,0,36381.0,86381.0,0,0.0,1,1,0.3823,0,True
T2093,U10082,U10228,14890.0,0.1371,1.0,0,999999000,0,16666.65,0,35110.0,85110.0,0,0.0,1,1,0.1371,0,True
T12675,U10083,U6678,6921.0,0.1843,1.0,0,999999000,0,16666.65,0,43079.0,93079.0,0,0.0,1,1,0.1843,0,True
T849,U10084,U6597,2247.0,0.0174,0.2841785759453649,0,999999000,0,16666.65,0,47753.0,97753.0,0,0.0,2,2,0.0174,0,True
T5521,U10084,U11262,13567.0,0.107,1.7158214240546352,0,1143000000,0,19050.0,0,36433.0,86433.0,0,0.0,2,2,0.107,0,True
T3530,U10085,U16999,14866.0,0.811,1.0,0,999999000,0,16666.65,0,35134.0,85134.0,0,0.0,1,1,0.811,0,True
T3186,U10088,U13969,887.0,0.0071,1.0,0,999999000,0,16666.65,0,49113.0,99113.0,0,0.0,1,1,0.0071,0,True
T4694,U1009,U2696,600.0,0.0093,1.0,1,999999000,0,16666.65,0,49400.0,99400.0,0,0.0,1,1,0.0093,0,True
T7336,U10090,U19560,10416.0,0.0793,1.0,0,999999000,0,16666.65,0,39584.0,89584.0,0,0.0,1,1,0.0793,0,True
T11966,U10091,U20148,14984.0,0.1108,1.744760130414532,1,999999000,0,16666.65,0,35016.0,85016.0,0,0.0,2,2,0.1108,0,True
T12323,U10091,U4342,2192.0,0.0182,0.25523986958546807,0,1931760000,0,32196.0,0,47808.0,97808.0,0,0.0,2,2,0.0182,0,True
T11210,U10094,U20075,14836.0,0.1667,0.9952705195719987,0,999999000,0,16666.65,0,35164.0,85164.0,0,0.0,2,2,0.1667,0,True
T12718,U10094,U14607,14977.0,0.2019,1.0047294804280011,0,2607600000,0,43460.0,0,35023.0,85023.0,0,0.0,2,2,0.2019,0,True
T8211,U10095,U10001,1048.0,0.0187,0.45456517024506615,0,999999000,0,16666.65,0,48952.0,98952.0,0,0.0,2,2,0.0187,0,True
T4967,U10095,U1707,3563.0,0.0598,1.5454348297549338,0,4866180000,0,81103.0,0,46437.0,96437.0,0,0.0,2,2,0.0598,0,True
T3029,U10098,U19092,2247.0,0.0235,1.0,1,999999000,0,16666.65,0,47753.0,97753.0,0,0.0,1,1,0.0235,0,True
T17400,U10099,U18446,8407.0,0.07,1.8873049724997193,1,999999000,0,16666.65,0,41593.0,91593.0,0,0.0,2,2,0.07,0,True
T16363,U10099,U4485,502.0,0.0042,0.11269502750028061,0,1849500000,0,30825.0,0,49498.0,99498.0,0,0.0,2,2,0.0042,0,True
T15290,U101,U5217,11536.0,0.2902,1.0,0,999999000,0,16666.65,0,38464.0,88464.0,0,0.0,1,1,0.2902,0,True
T3725,U1010,U4208,13023.0,0.0989,1.0,0,999999000,0,16666.65,0,36977.0,86977.0,0,0.0,1,1,0.0989,0,True
T4017,U10100,U13315,8652.0,0.0607,1.1284726751010825,0,999999000,0,16666.65,0,41348.0,91348.0,0,0.0,2,2,0.0607,0,True
T8083,U10100,U597,6682.0,0.0499,0.8715273248989175,0,2012280000,0,33538.0,0,43318.0,93318.0,0,0.0,2,2,0.0499,0,True
T13753,U10102,U555,9779.0,0.1072,1.0,0,999999000,0,16666.65,0,40221.0,90221.0,0,0.0,1,1,0.1072,0,True
T8016,U10103,U4741,13498.0,0.131,1.6331518451300666,0,999999000,0,16666.65,0,36502.0,86502.0,0,0.0,2,2,0.131,0,True
T7325,U10103,U18642,3032.0,0.0286,0.36684815486993344,0,4381320000,0,73022.0,0,46968.0,96968.0,0,0.0,2,2,0.0286,0,True
T9699,U10104,U7489,7845.0,0.0959,1.0,1,999999000,0,16666.65,0,42155.0,92155.0,0,0.0,1,1,0.0959,0,True
T15469,U10105,U990,10053.0,0.1054,1.0,0,999999000,0,16666.65,0,39947.0,89947.0,0,0.0,1,1,0.1054,0,True
T9620,U10108,U5242,12218.0,0.1462,1.0,0,999999000,0,16666.65,0,37782.0,87782.0,0,0.0,1,1,0.1462,0,True
T6572,U10109,U1448,2679.0,0.0248,1.0,0,999999000,0,16666.65,0,47321.0,97321.0,0,0.0,1,1,0.0248,0,True
T16723,U1011,U19946,843.0,0.0396,1.0,0,999999000,0,16666.65,0,49157.0,99157.0,0,0.0,1,1,0.0396,0,True
T11714,U10110,U14338,7922.0,0.0591,1.0,1,999999000,0,16666.65,0,42078.0,92078.0,0,0.0,1,1,0.0591,0,True
T17084,U10115,U4740,14596.0,0.1697,1.5503469763489592,0,999999000,0,16666.65,0,35404.0,85404.0,0,0.0,3,3,0.1697,0,True
T10765,U10115,U5525,10213.0,0.1025,1.0847967709956097,0,420480000,0,7008.0,0,39787.0,89787.0,0,0.0,3,3,0.1025,0,True
T16010,U10115,U5578,3435.0,0.0384,0.36485625265543126,1,1600980000,0,26683.0,0,46565.0,96565.0,0,0.0,3,3,0.0384,0,True
T17957,U10117,U20225,14620.0,0.3796,1.0,0,999999000,0,16666.65,0,35380.0,85380.0,0,0.0,1,1,0.3796,0,True
T8711,U10118,U2550,8730.0,0.0862,0.7563025210084033,0,999999000,0,16666.65,0,41270.0,91270.0,0,0.0,2,2,0.0862,0,True
T7825,U10118,U14989,14356.0,0.1241,1.2436974789915967,0,5167080000,0,86118.0,0,35644.0,85644.0,0,0.0,2,2,0.1241,0,True
T13239,U1012,U13056,3001.0,0.0256,1.0,1,999999000,0,16666.65,0,46999.0,96999.0,0,0.0,1,1,0.0256,0,True
T7859,U10121,U12827,9980.0,0.4471,1.0,1,999999000,0,16666.65,0,40020.0,90020.0,0,0.0,1,1,0.4471,0,True
T1097,U10123,U19933,14355.0,0.1861,1.0,1,999999000,0,16666.65,0,35645.0,85645.0,0,0.0,1,1,0.1861,0,True
T14851,U10124,U13566,1036.0,0.0094,1.0,0,999999000,0,16666.65,0,48964.0,98964.0,0,0.0,1,1,0.0094,0,True
T10391,U10127,U6241,218.0,0.0019,0.026257151460403493,0,999999000,0,16666.65,0,49782.0,99782.0,0,0.0,4,4,0.0019,0,True
T17832,U10127,U8436,14872.0,0.1443,1.7912676904546823,0,211620000,0,3527.0,0,35128.0,85128.0,0,0.0,4,4,0.1443,0,True
T8634,U10127,U793,8387.0,0.0691,1.0101776573321288,0,1310820000,0,21847.0,0,41613.0,91613.0,0,0.0,4,4,0.0691,0,True
T13953,U10127,U18510,9733.0,0.0863,1.1722975007527854,1,51840000,0,864.0,0,40267.0,90267.0,0,0.0,4,4,0.0863,0,True
T8373,U10129,U7543,7761.0,0.0547,1.3247795163584637,1,999999000,0,16666.65,0,42239.0,92239.0,0,0.0,3,3,0.0547,0,True
T13404,U10129,U15433,6948.0,0.0518,1.1860028449502134,0,812760000,0,13546.0,0,43052.0,93052.0,0,0.0,3,3,0.0518,0,True
T1261,U10129,U18747,2866.0,0.0198,0.48921763869132295,0,1641600000,0,27360.0,0,47134.0,97134.0,0,0.0,3,3,0.0198,0,True
T14511,U10130,U3512,10535.0,0.2525,1.126577315177871,0,999999000,0,16666.65,0,39465.0,89465.0,0,0.0,3,3,0.2525,0,True
T8234,U10130,U1403,8455.0,0.1427,0.904149140942468,0,4926360000,0,82106.0,0,41545.0,91545.0,0,0.0,3,3,0.1427,0,True
T11739,U10130,U7704,9064.0,0.1785,0.9692735438796606,0,464520000,0,7742.0,0,40936.0,90936.0,0,0.0,3,3,0.1785,0,True
T6461,U10131,U2874,5176.0,0.0371,0.8755074424898511,0,999999000,0,16666.65,0,44824.0,94824.0,0,0.0,3,3,0.0371,0,True
T9675,U10131,U1476,2764.0,0.0206,0.4675236806495264,0,629400000,0,10490.0,0,47236.0,97236.0,0,0.0,3,3,0.0206,0,True
T2495,U10131,U1326,9796.0,0.0656,1.6569688768606226,1,544980000,0,9083.0,0,40204.0,90204.0,0,0.0,3,3,0.0656,0,True
T4513,U10133,U10593,6526.0,0.069,0.7964364168904076,0,999999000,0,16666.65,0,43474.0,93474.0,0,0.0,2,2,0.069,0,True
T3528,U10133,U6900,9862.0,0.0944,1.2035635831095923,0,323100000,0,5385.0,0,40138.0,90138.0,0,0.0,2,2,0.0944,0,True
T5916,U10136,U15448,1382.0,0.0112,1.0,1,999999000,0,16666.65,0,48618.0,98618.0,0,0.0,1,1,0.0112,0,True
T13901,U10137,U2881,7026.0,0.0477,1.0,1,999999000,0,16666.65,0,42974.0,92974.0,0,0.0,1,1,0.0477,0,True
T10330,U10138,U11331,3553.0,0.0514,1.0,0,999999000,0,16666.65,0,46447.0,96447.0,0,0.0,1,1,0.0514,0,True
T11800,U10139,U18184,9265.0,0.1118,1.0,1,999999000,0,16666.65,0,40735.0,90735.0,0,0.0,1,1,0.1118,0,True
T11162,U10143,U18110,6106.0,0.0464,1.0,0,999999000,0,16666.65,0,43894.0,93894.0,0,0.0,1,1,0.0464,0,True
T5144,U10144,U19600,6052.0,0.1002,1.0,1,999999000,0,16666.65,0,43948.0,93948.0,0,0.0,1,1,0.1002,0,True
T5458,U10145,U592,11092.0,0.6294,0.8697902372083905,0,999999000,0,16666.65,0,38908.0,88908.0,0,0.0,2,2,0.6294,0,True
T3035,U10145,U7762,14413.0,0.4499,1.1302097627916095,1,3398400000,0,56640.0,0,35587.0,85587.0,0,0.0,2,2,0.4499,0,True
T11870,U10147,U9153,9655.0,0.0863,1.0,0,999999000,0,16666.65,0,40345.0,90345.0,0,0.0,1,1,0.0863,0,True
T5053,U10148,U19017,14474.0,0.2656,1.1835316243509546,0,999999000,0,16666.65,0,35526.0,85526.0,0,0.0,2,2,0.2656,0,True
T13095,U10148,U17323,9985.0,0.2495,0.8164683756490453,0,661500000,0,11025.0,0,40015.0,90015.0,0,0.0,2,2,0.2495,0,True
T12037,U10151,U13794,954.0,0.0445,1.0,0,999999000,0,16666.65,0,49046.0,99046.0,0,0.0,1,1,0.0445,0,True
T14749,U10153,U8540,249.0,0.0034,1.0,0,999999000,0,16666.65,0,49751.0,99751.0,0,0.0,1,1,0.0034,0,True
T5416,U10154,U13389,10684.0,0.3959,1.0,0,999999000,0,16666.65,0,39316.0,89316.0,0,0.0,1,1,0.3959,0,True
T17342,U10155,U10639,4543.0,0.4174,0.46623563218390807,1,999999000,0,16666.65,0,45457.0,95457.0,0,0.0,2,2,0.4174,0,True
T5601,U10155,U13860,14945.0,0.5786,1.533764367816092,1,586080000,0,9768.0,0,35055.0,85055.0,0,0.0,2,2,0.5786,0,True
T9787,U10157,U18709,14581.0,0.1205,1.4159747511531926,1,999999000,0,16666.65,0,35419.0,85419.0,0,0.0,2,2,0.1205,0,True
T16708,U10157,U15691,6014.0,0.0565,0.5840252488468075,0,1766760000,0,29446.0,0,43986.0,93986.0,0,0.0,2,2,0.0565,0,True
T8870,U10158,U16185,6576.0,0.1187,1.0,1,999999000,0,16666.65,0,43424.0,93424.0,0,0.0,1,1,0.1187,0,True
T15493,U1016,U7050,4813.0,0.0391,1.0,0,999999000,0,16666.65,0,45187.0,95187.0,0,0.0,1,1,0.0391,0,True
T6445,U10162,U6753,14316.0,0.1402,1.0,0,999999000,0,16666.65,0,35684.0,85684.0,0,0.0,1,1,0.1402,0,True
T7593,U10163,U8292,9018.0,0.1289,1.0,0,999999000,0,16666.65,0,40982.0,90982.0,0,0.0,1,1,0.1289,0,True
T7081,U10165,U10387,551.0,0.009,0.09731543624161074,0,999999000,0,16666.65,0,49449.0,99449.0,0,0.0,2,2,0.009,0,True
T328,U10165,U13004,10773.0,0.1493,1.9026845637583893,0,2355600000,0,39260.0,0,39227.0,89227.0,0,0.0,2,2,0.1493,0,True
T3130,U10166,U16411,12995.0,0.118,1.0,0,999999000,0,16666.65,0,37005.0,87005.0,0,0.0,1,1,0.118,0,True
T13855,U10169,U13660,12304.0,0.09,1.0,0,999999000,0,16666.65,0,37696.0,87696.0,0,0.0,1,1,0.09,0,True
T5146,U1017,U18452,1432.0,0.0528,0.3272021021364104,0,999999000,0,16666.65,0,48568.0,98568.0,0,0.0,2,2,0.0528,0,True
T10859,U1017,U8580,7321.0,0.285,1.6727978978635896,0,1491060000,0,24851.0,0,42679.0,92679.0,0,0.0,2,2,0.285,0,True
T12862,U10171,U18366,10563.0,0.1172,1.0,1,999999000,0,16666.65,0,39437.0,89437.0,0,0.0,1,1,0.1172,0,True
T12135,U10172,U16026,11093.0,0.2428,1.1478683774834437,1,999999000,0,16666.65,0,38907.0,88907.0,0,0.0,2,2,0.2428,0,True
T8582,U10172,U3896,8235.0,0.1527,0.8521316225165563,1,6740220000,0,112337.0,0,41765.0,91765.0,0,0.0,2,2,0.1527,0,True
T9586,U10175,U9397,6812.0,0.1209,1.0310276978961708,1,999999000,0,16666.65,0,43188.0,93188.0,0,0.0,2,2,0.1209,0,True
T15529,U10175,U1919,6402.0,0.1292,0.9689723021038292,0,2923320000,0,48722.0,0,43598.0,93598.0,0,0.0,2,2,0.1292,0,True
T4295,U10176,U13805,12664.0,0.128,1.2043747028055158,1,999999000,0,16666.65,0,37336.0,87336.0,0,0.0,2,2,0.128,0,True
T6682,U10176,U18802,8366.0,0.0969,0.795625297194484,1,3008100000,0,50135.0,0,41634.0,91634.0,0,0.0,2,2,0.0969,0,True
T6745,U10177,U9082,5571.0,0.0415,0.5821012486285982,1,999999000,0,16666.65,0,44429.0,94429.0,0,0.0,2,2,0.0415,0,True
T394,U10177,U18026,13570.0,0.0918,1.4178987513714016,1,2934420000,0,48907.0,0,36430.0,86430.0,0,0.0,2,2,0.0918,0,True
T4226,U1018,U8113,3606.0,0.0294,1.0,0,999999000,0,16666.65,0,46394.0,96394.0,0,0.0,1,1,0.0294,0,True
T14127,U10180,U10397,2805.0,0.0758,0.3534080886985007,0,999999000,0,16666.65,0,47195.0,97195.0,0,0.0,2,2,0.0758,0,True
T4787,U10180,U20796,13069.0,0.2611,1.6465919113014993,0,1551120000,0,25852.0,0,36931.0,86931.0,0,0.0,2,2,0.2611,0,True
T12330,U10181,U4763,9967.0,0.0769,1.0,1,999999000,0,16666.65,0,40033.0,90033.0,0,0.0,1,1,0.0769,0,True
T5284,U10183,U11627,10201.0,0.1221,1.0,1,999999000,0,16666.65,0,39799.0,89799.0,0,0.0,1,1,0.1221,0,True
T17448,U10185,U18059,12859.0,0.0993,1.0,0,999999000,0,16666.65,0,37141.0,87141.0,0,0.0,1,1,0.0993,0,True
T9068,U10186,U74,3909.0,0.139,1.0,0,999999000,0,16666.65,0,46091.0,96091.0,0,0.0,1,1,0.139,0,True
T2830,U10187,U9347,9340.0,0.1009,1.0,0,999999000,0,16666.65,0,40660.0,90660.0,0,0.0,1,1,0.1009,0,True
T1318,U10188,U7454,3850.0,0.0667,0.45992115637319314,0,999999000,0,16666.65,0,46150.0,96150.0,0,0.0,2,2,0.0667,0,True
T4517,U10188,U6606,12892.0,0.2393,1.540078843626807,0,412140000,0,6869.0,0,37108.0,87108.0,0,0.0,2,2,0.2393,0,True
T14577,U10189,U11297,11983.0,0.115,1.4296110713433547,0,999999000,0,16666.65,0,38017.0,88017.0,0,0.0,2,2,0.115,0,True
T16768,U10189,U13487,4781.0,0.0518,0.5703889286566451,0,2766540000,0,46109.0,0,45219.0,95219.0,0,0.0,2,2,0.0518,0,True
T2227,U1019,U852,4282.0,0.0519,1.0,0,999999000,0,16666.65,0,45718.0,95718.0,0,0.0,1,1,0.0519,0,True
T11928,U10190,U9927,14485.0,0.3186,1.0,0,999999000,0,16666.65,0,35515.0,85515.0,0,0.0,1,1,0.3186,0,True
T9985,U10192,U16916,5846.0,0.2986,0.6317950934831946,0,999999000,0,16666.65,0,44154.0,94154.0,0,0.0,2,2,0.2986,0,True
T12478,U10192,U20642,12660.0,0.9219,1.3682049065168054,1,657240000,0,10954.0,0,37340.0,87340.0,0,0.0,2,2,0.9219,0,True
