user_id,last_tx_timestamp,tx_count_24h,avg_tx_amount_7d,unique_receivers_7d,days_since_last_tx,rolling_24h_sum,txn_count_24h,drain_ratio,unique_counterparties_24h,round_number_ratio,near_threshold_count,avg_holding_time_mins,velocity_gradient,last_updated
U1008,2025-04-29 00:59:00,0.0,0.0,0.0,24.0,,,,,,,,,
U10081,2025-05-04 01:07:00,0.0,0.0,0.0,19.0,,,,,,,,,
U10082,2025-03-25 15:33:00,0.0,0.0,0.0,59.0,,,,,,,,,
U10083,2025-03-25 20:02:00,0.0,0.0,0.0,58.0,,,,,,,,,
U10084,2025-04-02 14:31:00,0.0,0.0,0.0,51.0,,,,,,,,,
U10085,2025-04-16 11:45:00,0.0,0.0,0.0,37.0,,,,,,,,,
U10088,2025-05-21 07:35:00,0.0,887.0,1.0,2.0,,,,,,,,,
U1009,2025-04-03 03:05:00,0.0,0.0,0.0,50.0,,,,,,,,,
U10090,2025-04-30 20:29:00,0.0,0.0,0.0,22.0,,,,,,,,,
U10091,2025-04-11 09:13:00,0.0,0.0,0.0,42.0,,,,,,,,,
U10094,2025-04-18 19:14:00,0.0,0.0,0.0,34.0,,,,,,,,,
U10095,2025-05-17 17:02:00,0.0,3563.0,1.0,6.0,,,,,,,,,
U10098,2025-04-10 05:32:00,0.0,0.0,0.0,43.0,,,,,,,,,
U10099,2025-05-21 12:40:00,0.0,502.0,1.0,2.0,,,,,,,,,
U101,2025-03-18 14:24:00,0.0,0.0,0.0,66.0,,,,,,,,,
U1010,2025-05-08 16:30:00,0.0,0.0,0.0,15.0,,,,,,,,,
U10100,2025-05-19 13:20:00,0.0,6682.0,1.0,4.0,,,,,,,,,
U10102,2025-03-06 14:04:00,0.0,0.0,0.0,78.0,,,,,,,,,
U10103,2025-05-14 07:50:00,0.0,0.0,0.0,9.0,,,,,,,,,
U10104,2025-04-17 04:14:00,0.0,0.0,0.0,36.0,,,,,,,,,
U10105,2025-03-12 09:57:00,0.0,0.0,0.0,72.0,,,,,,,,,
U10108,2025-04-07 07:56:00,0.0,0.0,0.0,46.0,,,,,,,,,
U10109,2025-05-18 11:36:00,0.0,2679.0,1.0,5.0,,,,,,,,,
U1011,2025-03-05 06:49:00,0.0,0.0,0.0,79.0,,,,,,,,,
U10110,2025-03-16 03:02:00,0.0,0.0,0.0,68.0,,,,,,,,,
U10115,2025-04-12 22:26:00,0.0,0.0,0.0,40.0,,,,,,,,,
U10117,2025-04-11 17:36:00,0.0,0.0,0.0,42.0,,,,,,,,,
U10118,2025-05-04 11:53:00,0.0,0.0,0.0,19.0,,,,,,,,,
U1012,2025-04-18 05:48:00,0.0,0.0,0.0,35.0,,,,,,,,,
U10121,2025-03-16 00:53:00,0.0,0.0,0.0,68.0,,,,,,,,,
U10123,2025-03-27 00:44:00,0.0,0.0,0.0,57.0,,,,,,,,,
U10124,2025-03-17 12:29:00,0.0,0.0,0.0,67.0,,,,,,,,,
U10127,2025-05-13 01:01:00,0.0,0.0,0.0,10.0,,,,,,,,,
U10129,2025-05-08 12:37:00,0.0,0.0,0.0,15.0,,,,,,,,,
U10130,2025-05-07 18:45:00,0.0,0.0,0.0,15.0,,,,,,,,,
U10131,2025-04-29 23:54:00,0.0,0.0,0.0,23.0,,,,,,,,,
U10133,2025-04-28 12:48:00,0.0,0.0,0.0,25.0,,,,,,,,,
U10136,2025-05-18 04:31:00,0.0,1382.0,1.0,5.0,,,,,,,,,
U10137,2025-03-02 01:08:00,0.0,0.0,0.0,82.0,,,,,,,,,
U10138,2025-04-20 20:13:00,0.0,0.0,0.0,32.0,,,,,,,,,
U10139,2025-04-11 03:08:00,0.0,0.0,0.0,42.0,,,,,,,,,
U10143,2025-04-12 10:27:00,0.0,0.0,0.0,41.0,,,,,,,,,
U10144,2025-05-21 02:47:00,0.0,6052.0,1.0,2.0,,,,,,,,,
U10145,2025-04-13 04:32:00,0.0,0.0,0.0,40.0,,,,,,,,,
U10147,2025-03-21 13:18:00,0.0,0.0,0.0,63.0,,,,,,,,,
U10148,2025-05-09 13:13:00,0.0,0.0,0.0,14.0,,,,,,,,,
U10151,2025-04-14 09:47:00,0.0,0.0,0.0,39.0,,,,,,,,,
U10153,2025-04-01 10:42:00,0.0,0.0,0.0,52.0,,,,,,,,,
U10154,2025-04-10 21:19:00,0.0,0.0,0.0,42.0,,,,,,,,,
U10155,2025-05-16 22:18:00,0.0,14945.0,1.0,6.0,,,,,,,,,
U10157,2025-04-29 15:12:00,0.0,0.0,0.0,24.0,,,,,,,,,
U10158,2025-04-20 00:38:00,0.0,0.0,0.0,33.0,,,,,,,,,
U1016,2025-04-03 11:48:00,0.0,0.0,0.0,50.0,,,,,,,,,
U10162,2025-05-09 11:10:00,0.0,0.0,0.0,14.0,,,,,,,,,
U10163,2025-05-02 15:22:00,0.0,0.0,0.0,21.0,,,,,,,,,
U10165,2025-05-10 18:03:00,0.0,0.0,0.0,12.0,,,,,,,,,
U10166,2025-03-22 18:10:00,0.0,0.0,0.0,61.0,,,,,,,,,
U10169,2025-04-04 18:53:00,0.0,0.0,0.0,48.0,,,,,,,,,
U1017,2025-04-12 21:15:00,0.0,0.0,0.0,40.0,,,,,,,,,
U10171,2025-04-17 02:37:00,0.0,0.0,0.0,36.0,,,,,,,,,
U10172,2025-05-23 02:39:00,1.0,8235.0,1.0,0.0,,,,,,,,,
U10175,2025-05-14 18:59:00,0.0,0.0,0.0,8.0,,,,,,,,,
U10176,2025-04-27 23:43:00,0.0,0.0,0.0,25.0,,,,,,,,,
U10177,2025-04-20 03:39:00,0.0,0.0,0.0,33.0,,,,,,,,,
U1018,2025-03-05 19:44:00,0.0,0.0,0.0,78.0,,,,,,,,,
U10180,2025-04-07 08:50:00,0.0,0.0,0.0,46.0,,,,,,,,,
U10181,2025-04-06 01:42:00,0.0,0.0,0.0,47.0,,,,,,,,,
U10183,2025-03-04 05:51:00,0.0,0.0,0.0,80.0,,,,,,,,,
U10185,2025-03-13 14:38:00,0.0,0.0,0.0,71.0,,,,,,,,,
U10186,2025-03-30 15:36:00,0.0,0.0,0.0,54.0,,,,,,,,,
U10187,2025-03-02 06:29:00,0.0,0.0,0.0,82.0,,,,,,,,,
U10188,2025-03-27 16:23:00,0.0,0.0,0.0,57.0,,,,,,,,,
U10189,2025-05-09 18:45:00,0.0,0.0,0.0,13.0,,,,,,,,,
U1019,2025-05-20 10:19:00,0.0,4282.0,1.0,3.0,,,,,,,,,
U10190,2025-04-25 13:58:00,0.0,0.0,0.0,28.0,,,,,,,,,
U10192,2025-05-02 00:46:00,0.0,0.0,0.0,21.0,,,,,,,,,
U10193,2025-05-06 07:33:00,0.0,0.0,0.0,17.0,,,,,,,,,
U10194,2025-03-25 13:40:00,0.0,0.0,0.0,59.0,,,,,,,,,
U10197,2025-05-18 11:35:00,0.0,6184.0,1.0,5.0,,,,,,,,,
U10198,2025-03-29 22:22:00,0.0,0.0,0.0,54.0,,,,,,,,,
U10199,2025-03-18 23:35:00,0.0,0.0,0.0,65.0,,,,,,,,,
U1020,2025-03-24 14:38:00,0.0,0.0,0.0,60.0,,,,,,,,,
U10200,2025-03-06 23:15:00,0.0,0.0,0.0,77.0,,,,,,,,,
U10202,2025-04-16 14:20:00,0.0,0.0,0.0,37.0,,,,,,,,,
U10203,2025-05-09 13:54:00,0.0,0.0,0.0,14.0,,,,,,,,,
U10204,2025-05-10 00:36:00,0.0,0.0,0.0,13.0,,,,,,,,,
U10205,2025-04-20 21:48:00,0.0,0.0,0.0,32.0,,,,,,,,,
U10208,2025-05-15 04:06:00,0.0,0.0,0.0,8.0,,,,,,,,,
U10209,2025-05-21 14:41:00,0.0,745.0,1.0,2.0,,,,,,,,,
U10211,2025-05-02 11:07:00,0.0,0.0,0.0,21.0,,,,,,,,,
U10214,2025-05-05 19:49:00,0.0,0.0,0.0,17.0,,,,,,,,,
U10215,2025-05-07 05:52:00,0.0,0.0,0.0,16.0,,,,,,,,,
U10219,2025-04-04 02:19:00,0.0,0.0,0.0,49.0,,,,,,,,,
U10220,2025-04-13 07:46:00,0.0,0.0,0.0,40.0,,,,,,,,,
U10221,2025-04-02 13:48:00,0.0,0.0,0.0,51.0,,,,,,,,,
U10222,2025-05-18 05:29:00,0.0,7835.0,1.0,5.0,,,,,,,,,
U10226,2025-04-23 12:56:00,0.0,0.0,0.0,30.0,,,,,,,,,
U10227,2025-05-18 18:26:00,0.0,7998.0,1.0,4.0,,,,,,,,,
U10228,2025-05-04 18:09:00,0.0,0.0,0.0,18.0,,,,,,,,,
U10229,2025-05-19 15:37:00,0.0,12630.0,1.0,4.0,,,,,,,,,
U1023,2025-04-27 04:04:00,0.0,0.0,0.0,26.0,,,,,,,,,
U10230,2025-05-18 16:54:00,0.0,3868.0,1.0,5.0,,,,,,,,,
U10238,2025-05-04 17:05:00,0.0,0.0,0.0,19.0,,,,,,,,,
U10239,2025-03-25 00:19:00,0.0,0.0,0.0,59.0,,,,,,,,,
U10240,2025-05-15 02:31:00,0.0,0.0,0.0,8.0,,,,,,,,,
U10241,2025-03-14 08:00:00,0.0,0.0,0.0,70.0,,,,,,,,,
U10243,2025-05-14 02:48:00,0.0,0.0,0.0,9.0,,,,,,,,,
U10245,2025-05-06 08:55:00,0.0,0.0,0.0,17.0,,,,,,,,,
U10246,2025-05-17 16:11:00,0.0,4918.0,1.0,6.0,,,,,,,,,
U10248,2025-05-06 14:38:00,0.0,0.0,0.0,17.0,,,,,,,,,
U10249,2025-04-19 22:38:00,0.0,0.0,0.0,33.0,,,,,,,,,
U10250,2025-04-30 12:54:00,0.0,0.0,0.0,23.0,,,,,,,,,
U10251,2025-03-23 18:00:00,0.0,0.0,0.0,60.0,,,,,,,,,
U10252,2025-03-18 17:34:00,0.0,0.0,0.0,66.0,,,,,,,,,
U10253,2025-05-20 06:28:00,0.0,2880.0,1.0,3.0,,,,,,,,,
U10254,2025-05-01 13:01:00,0.0,0.0,0.0,22.0,,,,,,,,,
U10259,2025-04-20 03:37:00,0.0,0.0,0.0,33.0,,,,,,,,,
U1026,2025-04-04 06:26:00,0.0,0.0,0.0,49.0,,,,,,,,,
U10260,2025-03-14 17:48:00,0.0,0.0,0.0,69.0,,,,,,,,,
U10262,2025-04-03 12:04:00,0.0,0.0,0.0,50.0,,,,,,,,,
U10266,2025-03-09 19:44:00,0.0,0.0,0.0,74.0,,,,,,,,,
U10270,2025-05-03 17:09:00,0.0,0.0,0.0,20.0,,,,,,,,,
U10272,2025-05-10 12:37:00,0.0,0.0,0.0,13.0,,,,,,,,,
U10273,2025-03-07 06:19:00,0.0,0.0,0.0,77.0,,,,,,,,,
U10277,2025-04-19 00:15:00,0.0,0.0,0.0,34.0,,,,,,,,,
U10278,2025-03-05 04:45:00,0.0,0.0,0.0,79.0,,,,,,,,,
U10280,2025-05-09 19:43:00,0.0,0.0,0.0,13.0,,,,,,,,,
U10281,2025-05-04 21:08:00,0.0,0.0,0.0,18.0,,,,,,,,,
U10286,2025-04-28 22:27:00,0.0,0.0,0.0,24.0,,,,,,,,,
U10287,2025-04-20 11:35:00,0.0,0.0,0.0,33.0,,,,,,,,,
U10289,2025-04-02 01:39:00,0.0,0.0,0.0,51.0,,,,,,,,,
U10291,2025-04-13 22:21:00,0.0,0.0,0.0,39.0,,,,,,,,,
U10292,2025-05-15 21:25:00,0.0,0.0,0.0,7.0,,,,,,,,,
U10293,2025-03-21 03:43:00,0.0,0.0,0.0,63.0,,,,,,,,,
U10296,2025-05-17 16:23:00,0.0,14674.0,1.0,6.0,,,,,,,,,
U10297,2025-05-12 04:33:00,0.0,0.0,0.0,11.0,,,,,,,,,
U10298,2025-03-06 00:30:00,0.0,0.0,0.0,78.0,,,,,,,,,
U103,2025-05-13 06:34:00,0.0,0.0,0.0,10.0,,,,,,,,,
U10300,2025-05-11 20:18:00,0.0,0.0,0.0,11.0,,,,,,,,,
U10301,2025-03-13 23:58:00,0.0,0.0,0.0,70.0,,,,,,,,,
U10302,2025-04-20 13:47:00,0.0,0.0,0.0,33.0,,,,,,,,,
U10303,2025-04-03 19:31:00,0.0,0.0,0.0,49.0,,,,,,,,,
U10304,2025-04-22 14:43:00,0.0,0.0,0.0,31.0,,,,,,,,,
U10305,2025-03-05 16:26:00,0.0,0.0,0.0,79.0,,,,,,,,,
U10306,2025-03-06 17:30:00,0.0,0.0,0.0,78.0,,,,,,,,,
U10308,2025-03-25 19:06:00,0.0,0.0,0.0,58.0,,,,,,,,,
U10312,2025-03-29 23:52:00,0.0,0.0,0.0,54.0,,,,,,,,,
U10314,2025-05-12 13:13:00,0.0,0.0,0.0,11.0,,,,,,,,,
U10315,2025-04-07 19:42:00,0.0,0.0,0.0,45.0,,,,,,,,,
U10316,2025-04-20 01:42:00,0.0,0.0,0.0,33.0,,,,,,,,,
U10317,2025-04-25 22:19:00,0.0,0.0,0.0,27.0,,,,,,,,,
U10319,2025-05-19 18:18:00,0.0,14460.0,1.0,3.0,,,,,,,,,
U1032,2025-05-07 02:08:00,0.0,0.0,0.0,16.0,,,,,,,,,
U10320,2025-03-02 08:21:00,0.0,0.0,0.0,82.0,,,,,,,,,
U10322,2025-04-20 15:07:00,0.0,0.0,0.0,33.0,,,,,,,,,
U10325,2025-04-26 20:07:00,0.0,0.0,0.0,26.0,,,,,,,,,
U10326,2025-03-31 14:17:00,0.0,0.0,0.0,53.0,,,,,,,,,
U10328,2025-04-19 10:25:00,0.0,0.0,0.0,34.0,,,,,,,,,
U10329,2025-04-01 16:57:00,0.0,0.0,0.0,52.0,,,,,,,,,
U10330,2025-05-14 23:37:00,0.0,0.0,0.0,8.0,,,,,,,,,
U10331,2025-05-11 10:41:00,0.0,0.0,0.0,12.0,,,,,,,,,
U10332,2025-04-07 11:00:00,0.0,0.0,0.0,46.0,,,,,,,,,
U10333,2025-04-27 08:41:00,0.0,0.0,0.0,26.0,,,,,,,,,
U10336,2025-04-30 13:19:00,0.0,0.0,0.0,23.0,,,,,,,,,
U10337,2025-04-18 14:02:00,0.0,0.0,0.0,35.0,,,,,,,,,
U1034,2025-05-06 04:22:00,0.0,0.0,0.0,17.0,,,,,,,,,
U10341,2025-05-08 17:49:00,0.0,0.0,0.0,14.0,,,,,,,,,
U10345,2025-05-17 10:40:00,0.0,13742.0,1.0,6.0,,,,,,,,,
U10347,2025-03-02 13:56:00,0.0,0.0,0.0,82.0,,,,,,,,,
U10348,2025-03-26 01:36:00,0.0,0.0,0.0,58.0,,,,,,,,,
U10350,2025-03-08 23:38:00,0.0,0.0,0.0,75.0,,,,,,,,,
U10353,2025-03-14 19:53:00,0.0,0.0,0.0,69.0,,,,,,,,,
U10355,2025-03-19 07:06:00,0.0,0.0,0.0,65.0,,,,,,,,,
U10358,2025-03-14 04:41:00,0.0,0.0,0.0,70.0,,,,,,,,,
U10360,2025-05-16 11:33:00,0.0,0.0,0.0,7.0,,,,,,,,,
U10361,2025-04-20 00:52:00,0.0,0.0,0.0,33.0,,,,,,,,,
U10364,2025-03-29 16:49:00,0.0,0.0,0.0,55.0,,,,,,,,,
U10365,2025-04-30 10:53:00,0.0,0.0,0.0,23.0,,,,,,,,,
U10366,2025-04-09 06:00:00,0.0,0.0,0.0,44.0,,,,,,,,,
U10367,2025-03-15 19:13:00,0.0,0.0,0.0,68.0,,,,,,,,,
U10368,2025-05-02 09:49:00,0.0,0.0,0.0,21.0,,,,,,,,,
U10369,2025-05-12 13:11:00,0.0,0.0,0.0,11.0,,,,,,,,,
U1037,2025-04-05 22:20:00,0.0,0.0,0.0,47.0,,,,,,,,,
U10372,2025-03-17 20:04:00,0.0,0.0,0.0,66.0,,,,,,,,,
U10373,2025-03-20 12:11:00,0.0,0.0,0.0,64.0,,,,,,,,,
U10374,2025-04-13 13:30:00,0.0,0.0,0.0,40.0,,,,,,,,,
U10377,2025-03-26 12:07:00,0.0,0.0,0.0,58.0,,,,,,,,,
U10378,2025-03-04 23:29:00,0.0,0.0,0.0,79.0,,,,,,,,,
U10379,2025-04-27 09:16:00,0.0,0.0,0.0,26.0,,,,,,,,,
U1038,2025-05-23 00:45:00,1.0,6017.0,1.0,0.0,,,,,,,,,
U10380,2025-04-17 01:09:00,0.0,0.0,0.0,36.0,,,,,,,,,
U10381,2025-05-11 17:03:00,0.0,0.0,0.0,12.0,,,,,,,,,
U10383,2025-03-31 11:26:00,0.0,0.0,0.0,53.0,,,,,,,,,
U10384,2025-05-12 19:53:00,0.0,0.0,0.0,10.0,,,,,,,,,
U10387,2025-03-02 22:08:00,0.0,0.0,0.0,81.0,,,,,,,,,
U10388,2025-03-02 01:56:00,0.0,0.0,0.0,82.0,,,,,,,,,
U10389,2025-04-13 18:57:00,0.0,0.0,0.0,39.0,,,,,,,,,
U1039,2025-05-04 23:02:00,0.0,0.0,0.0,18.0,,,,,,,,,
U10391,2025-03-14 23:58:00,0.0,0.0,0.0,69.0,,,,,,,,,
U10392,2025-05-09 01:35:00,0.0,0.0,0.0,14.0,,,,,,,,,
U10393,2025-05-03 02:20:00,0.0,0.0,0.0,20.0,,,,,,,,,
U10394,2025-05-18 08:08:00,0.0,4146.5,2.0,5.0,,,,,,,,,
U10395,2025-05-17 12:04:00,0.0,11626.0,1.0,6.0,,,,,,,,,
U10396,2025-03-23 13:52:00,0.0,0.0,0.0,61.0,,,,,,,,,
U10398,2025-04-15 14:04:00,0.0,0.0,0.0,38.0,,,,,,,,,
U104,2025-04-28 13:11:00,0.0,0.0,0.0,25.0,,,,,,,,,
U1040,2025-04-19 01:54:00,0.0,0.0,0.0,34.0,,,,,,,,,
U10400,2025-03-21 02:16:00,0.0,0.0,0.0,63.0,,,,,,,,,
U10402,2025-05-08 16:45:00,0.0,0.0,0.0,15.0,,,,,,,,,
U10403,2025-04-04 16:53:00,0.0,0.0,0.0,49.0,,,,,,,,,
U10404,2025-04-19 23:40:00,0.0,0.0,0.0,33.0,,,,,,,,,
U10406,2025-05-22 19:54:00,1.0,4719.0,1.0,0.0,,,,,,,,,
U10412,2025-05-04 03:23:00,0.0,0.0,0.0,19.0,,,,,,,,,
U10413,2025-05-23 16:20:00,1.0,12254.0,1.0,0.0,,,,,,,,,
U10418,2025-05-01 04:48:00,0.0,0.0,0.0,22.0,,,,,,,,,
U10419,2025-05-12 11:43:00,0.0,0.0,0.0,11.0,,,,,,,,,
U1042,2025-05-05 08:06:00,0.0,0.0,0.0,18.0,,,,,,,,,
U10420,2025-05-10 14:52:00,0.0,0.0,0.0,13.0,,,,,,,,,
U10423,2025-03-13 21:51:00,0.0,0.0,0.0,70.0,,,,,,,,,
U10424,2025-04-16 07:50:00,0.0,0.0,0.0,37.0,,,,,,,,,
U10425,2025-03-14 18:43:00,0.0,0.0,0.0,69.0,,,,,,,,,
U10426,2025-05-02 20:54:00,0.0,0.0,0.0,20.0,,,,,,,,,
U10427,2025-05-13 13:41:00,0.0,0.0,0.0,10.0,,,,,,,,,
U10428,2025-05-22 04:09:00,0.0,13301.0,1.0,1.0,,,,,,,,,
U10429,2025-05-22 18:37:00,1.0,10354.5,2.0,0.0,,,,,,,,,
U10432,2025-05-05 17:22:00,0.0,0.0,0.0,18.0,,,,,,,,,
U10433,2025-04-19 10:00:00,0.0,0.0,0.0,34.0,,,,,,,,,
U10436,2025-04-09 23:12:00,0.0,0.0,0.0,43.0,,,,,,,,,
U10438,2025-05-13 13:04:00,0.0,0.0,0.0,10.0,,,,,,,,,
U10442,2025-03-07 11:36:00,0.0,0.0,0.0,77.0,,,,,,,,,
U10447,2025-03-21 16:04:00,0.0,0.0,0.0,63.0,,,,,,,,,
U10448,2025-03-28 20:37:00,0.0,0.0,0.0,55.0,,,,,,,,,
U1045,2025-03-16 23:09:00,0.0,0.0,0.0,67.0,,,,,,,,,
U10453,2025-05-08 07:31:00,0.0,0.0,0.0,15.0,,,,,,,,,
U10454,2025-03-29 06:02:00,0.0,0.0,0.0,55.0,,,,,,,,,
U10456,2025-03-19 11:58:00,0.0,0.0,0.0,65.0,,,,,,,,,
U10457,2025-04-07 17:22:00,0.0,0.0,0.0,46.0,,,,,,,,,
U10458,2025-05-09 22:25:00,0.0,0.0,0.0,13.0,,,,,,,,,
U1046,2025-05-18 19:51:00,0.0,6481.0,1.0,4.0,,,,,,,,,
U10461,2025-05-09 01:17:00,0.0,0.0,0.0,14.0,,,,,,,,,
U10464,2025-04-30 22:11:00,0.0,0.0,0.0,22.0,,,,,,,,,
U10465,2025-04-07 11:54:00,0.0,0.0,0.0,46.0,,,,,,,,,
U10467,2025-04-15 11:17:00,0.0,0.0,0.0,38.0,,,,,,,,,
U10470,2025-03-26 14:46:00,0.0,0.0,0.0,58.0,,,,,,,,,
U10471,2025-04-08 11:26:00,0.0,0.0,0.0,45.0,,,,,,,,,
U10476,2025-04-09 13:13:00,0.0,0.0,0.0,44.0,,,,,,,,,
U10482,2025-04-22 08:28:00,0.0,0.0,0.0,31.0,,,,,,,,,
U10486,2025-03-11 21:31:00,0.0,0.0,0.0,72.0,,,,,,,,,
U10488,2025-05-09 22:35:00,0.0,0.0,0.0,13.0,,,,,,,,,
U10489,2025-03-08 15:44:00,0.0,0.0,0.0,76.0,,,,,,,,,
U1049,2025-04-12 23:29:00,0.0,0.0,0.0,40.0,,,,,,,,,
U10490,2025-05-15 01:23:00,0.0,0.0,0.0,8.0,,,,,,,,,
U10491,2025-05-23 09:24:00,1.0,11368.0,1.0,0.0,,,,,,,,,
U10492,2025-05-10 08:12:00,0.0,0.0,0.0,13.0,,,,,,,,,
U10493,2025-05-22 00:06:00,0.0,1202.0,1.0,1.0,,,,,,,,,
U10494,2025-03-06 22:03:00,0.0,0.0,0.0,77.0,,,,,,,,,
U10498,2025-05-13 03:51:00,0.0,0.0,0.0,10.0,,,,,,,,,
U10499,2025-04-24 05:13:00,0.0,0.0,0.0,29.0,,,,,,,,,
U105,2025-05-12 16:15:00,0.0,0.0,0.0,11.0,,,,,,,,,
U1050,2025-04-23 07:31:00,0.0,0.0,0.0,30.0,,,,,,,,,
U10501,2025-05-13 13:20:00,0.0,0.0,0.0,10.0,,,,,,,,,
U10502,2025-03-15 02:31:00,0.0,0.0,0.0,69.0,,,,,,,,,
U10503,2025-04-12 13:04:00,0.0,0.0,0.0,41.0,,,,,,,,,
U10505,2025-05-04 07:17:00,0.0,0.0,0.0,19.0,,,,,,,,,
U10506,2025-03-22 17:07:00,0.0,0.0,0.0,62.0,,,,,,,,,
U10507,2025-05-12 12:35:00,0.0,0.0,0.0,11.0,,,,,,,,,
U10508,2025-03-25 22:07:00,0.0,0.0,0.0,58.0,,,,,,,,,
U10512,2025-03-10 10:27:00,0.0,0.0,0.0,74.0,,,,,,,,,
U10514,2025-04-19 20:34:00,0.0,0.0,0.0,33.0,,,,,,,,,
U10515,2025-04-10 06:37:00,0.0,0.0,0.0,43.0,,,,,,,,,
U10516,2025-05-14 21:08:00,0.0,0.0,0.0,8.0,,,,,,,,,
U10519,2025-05-16 02:41:00,0.0,0.0,0.0,7.0,,,,,,,,,
