user_id,identity_trust_score,device_trust_score,sim_binding_ok,sim_swap_flag,sim_age_days,multi_sim_flag,vpn_flag,ip_risk_score,device_age_years,device_age_days,device_shared_count,root_status,emulator_flag,app_cloner_flag,face_match_score,sanction_hit,pep_hit,typing_speed,form_completion_time,copy_paste_ratio,otp_retry_count
U105,95.0,95.0,1,0,654,1,0,30.0,2,730,1,0,0,0,68.78,0,0,194.06041893153858,211.24,0.3642650086650736,1
U106,85.0,85.0,1,0,692,1,0,30.0,6,2190,1,0,0,0,91.14,0,0,188.55793383853896,407.276,0.4426796937829096,1
U107,80.0,80.0,1,0,440,0,0,30.0,8,2920,1,0,0,0,73.53,0,0,102.51261770413046,345.385,0.19035735679573762,1
U108,80.0,80.0,1,0,1036,1,0,30.0,8,2920,1,0,0,0,72.39,0,0,120.844714336326,363.787,0.9757535274262145,1
U109,87.5,87.5,1,0,41,0,0,30.0,5,1825,1,0,0,0,55.11,0,0,220.95871052579417,388.002,0.3548632778826615,2
U110,95.0,95.0,1,0,736,0,0,30.0,2,730,1,0,0,0,79.46,0,0,172.35108629841736,164.457,0.8893779020996164,2
U111,87.5,87.5,1,0,872,1,0,30.0,5,1825,1,0,0,0,66.32,0,0,189.86029393759037,168.961,0.7872258052037987,2
U112,87.5,87.5,1,0,1099,1,0,30.0,5,1825,1,0,0,0,93.42,0,0,244.38416131063184,237.776,0.1672277102091082,0
U113,90.0,90.0,1,0,586,0,0,30.0,4,1460,1,0,0,0,64.86,0,0,194.60130757641735,248.368,0.771819869426893,1
U114,92.5,92.5,1,0,1330,0,0,30.0,3,1095,1,0,0,0,87.12,0,0,102.97358504372546,358.769,0.6979688536690243,4
U115,95.0,95.0,1,0,989,0,0,30.0,2,730,1,0,0,0,92.67,0,0,241.2768357645968,321.315,0.2602104745618754,1
U116,85.0,85.0,1,0,175,0,0,30.0,6,2190,1,0,0,0,60.04,0,0,197.68115601435787,122.907,0.8727014373641812,0
U117,85.0,85.0,1,0,1273,0,0,30.0,6,2190,1,0,0,0,74.54,0,0,219.5944333801803,342.899,0.31179218429925515,3
U118,80.0,80.0,1,0,630,1,0,30.0,8,2920,1,0,0,0,63.05,0,0,251.70106763741592,146.328,0.911003004428045,2
U119,87.5,87.5,1,0,1204,0,0,30.0,5,1825,1,0,0,0,73.9,0,0,264.39814008420194,359.317,0.5187191853226633,3
U120,90.0,90.0,1,0,403,1,0,30.0,4,1460,1,0,0,0,89.55,0,0,274.4795365325102,352.035,0.5960415332932734,1
U121,80.0,80.0,1,0,1360,1,0,30.0,8,2920,1,0,0,0,66.76,0,0,217.66741321796212,407.242,0.7615664991003221,1
U122,87.5,87.5,1,0,1159,1,0,30.0,5,1825,1,0,0,0,86.52,0,0,217.27533344119118,355.966,0.521413919285664,1
U123,92.5,92.5,1,0,1370,1,0,30.0,3,1095,1,0,0,0,64.2,0,0,191.0756658914825,393.311,0.24050848966031357,2
U124,87.5,87.5,1,0,295,1,0,30.0,5,1825,1,0,0,0,72.95,0,0,259.24487325286685,350.619,0.5527809715061137,3
U125,95.0,95.0,1,0,75,0,0,30.0,2,730,1,0,0,0,71.5,0,0,264.5784539639393,262.456,0.7183678919470855,0
U126,87.5,87.5,1,0,920,0,0,30.0,5,1825,1,0,0,0,56.19,0,0,198.25857608288584,192.547,0.8867767055004512,0
U127,82.5,82.5,1,0,438,0,0,30.0,7,2555,1,0,0,0,68.27,0,0,149.46837380611328,232.172,0.13207513497561596,0
U128,80.0,80.0,1,0,921,1,0,30.0,8,2920,1,0,0,0,86.18,0,0,236.07828262724126,404.484,0.9085089394498068,1
U129,90.0,90.0,1,0,1145,0,0,30.0,4,1460,1,0,0,0,81.85,0,0,218.3123371993049,340.276,0.42041029538285746,0
U130,82.5,82.5,1,0,637,0,0,30.0,7,2555,1,0,0,0,66.47,0,0,180.6620522559991,319.429,0.4878708268346441,3
U131,95.0,95.0,1,0,183,1,0,30.0,2,730,1,0,0,0,63.1,0,0,252.4536520441962,276.559,0.9563925073847033,1
U132,82.5,82.5,1,0,1004,1,0,30.0,7,2555,1,0,0,0,68.03,0,0,242.45052677941231,402.182,0.6685943863195769,0
U133,82.5,82.5,1,0,805,0,0,30.0,7,2555,1,0,0,0,62.05,0,0,151.650379747543,375.972,0.04143952887573743,1
U134,92.5,92.5,1,0,1000,1,0,30.0,3,1095,1,0,0,0,65.57,0,0,175.59989956567412,135.217,0.026164887798727055,0
U135,90.0,90.0,1,0,587,1,0,30.0,4,1460,1,0,0,0,55.7,0,0,214.66934620969806,206.53,0.6310605211931611,2
U136,90.0,90.0,1,0,671,0,0,30.0,4,1460,1,0,0,0,89.2,0,0,300.1121967405034,326.58,0.18498433790571256,0
U137,80.0,80.0,1,0,1458,0,0,30.0,8,2920,1,0,0,0,71.03,0,0,169.510314380235,164.012,0.9782554335814353,2
U138,92.5,92.5,1,0,931,1,0,30.0,3,1095,1,0,0,0,64.48,0,0,206.20832257955615,215.278,0.8444318231945522,3
U139,97.5,97.5,1,0,339,1,0,30.0,1,365,1,0,0,0,68.54,0,0,201.3823573192056,230.97,0.5630103291782143,2
U140,80.0,80.0,1,0,247,1,0,30.0,8,2920,1,0,0,0,97.49,0,0,248.9973808779101,265.886,0.9139620831851665,4
U141,90.0,90.0,1,0,342,1,0,30.0,4,1460,1,0,0,0,60.34,0,0,225.63106270705035,252.262,0.6448923108224568,2
U142,87.5,87.5,1,0,278,0,0,30.0,5,1825,1,0,0,0,84.9,0,0,200.01995256443348,303.48,0.799868954581928,1
U143,95.0,95.0,1,0,557,0,0,30.0,2,730,1,0,0,0,66.5,0,0,227.31511918459444,136.268,0.8009885243926823,3
U144,87.5,87.5,1,0,1155,0,0,30.0,5,1825,1,0,0,0,55.45,0,0,223.71320107093993,199.892,0.4222766523536563,1
U145,87.5,87.5,1,0,615,0,0,30.0,5,1825,1,0,0,0,60.41,0,0,209.09916630080474,415.682,0.6654503962531203,3
U146,80.0,80.0,1,0,74,1,0,30.0,8,2920,1,0,0,0,77.38,0,0,141.00873725842519,313.407,0.6366145400764613,2
U147,85.0,85.0,1,0,432,0,0,30.0,6,2190,1,0,0,0,87.98,0,0,166.11461683294254,205.86,0.9326704165553225,1
U148,85.0,85.0,1,0,817,0,0,30.0,6,2190,1,0,0,0,97.92,0,0,176.36431563328182,283.555,0.4145069694208964,0
U149,87.5,87.5,1,0,1194,1,0,30.0,5,1825,1,0,0,0,69.99,0,0,191.2466995966779,327.961,0.7685432140343293,2
U150,82.5,82.5,1,0,1290,0,0,30.0,7,2555,1,0,0,0,62.75,0,0,212.04388990555782,173.425,0.3665976897825166,2
U151,80.0,80.0,1,0,238,0,0,30.0,8,2920,1,0,0,0,70.8,0,0,188.22009290916148,416.711,0.9457801403261528,0
U152,87.5,87.5,1,0,248,1,0,30.0,5,1825,1,0,0,0,55.75,0,0,243.64511220179477,314.285,0.7473487057178545,2
U153,80.0,80.0,1,0,1284,1,0,30.0,8,2920,1,0,0,0,86.77,0,0,291.4805400858141,126.633,0.7699902666995672,1
U154,82.5,82.5,1,0,818,0,0,30.0,7,2555,1,0,0,0,77.59,0,0,111.3507323486365,347.291,0.5983185176595256,1
U155,85.0,85.0,1,0,1162,1,0,30.0,6,2190,1,0,0,0,74.86,0,0,207.5512592701502,200.211,0.18437613979996637,2
U156,80.0,80.0,1,0,130,1,0,30.0,8,2920,1,0,0,0,61.49,0,0,229.11237739294856,402.157,0.7622076906784288,3
U157,87.5,87.5,1,0,180,1,0,30.0,5,1825,1,0,0,0,88.27,0,0,254.13986005188085,288.98,0.3943839655464859,3
U158,92.5,92.5,1,0,1174,0,0,30.0,3,1095,1,0,0,0,59.43,0,0,176.77702761028797,266.238,0.9401140905260823,2
U159,82.5,82.5,1,0,1464,1,0,30.0,7,2555,1,0,0,0,97.64,0,0,278.19514132075676,418.765,0.7049949517655956,1
U160,82.5,82.5,1,0,790,1,0,30.0,7,2555,1,0,0,0,79.7,0,0,226.8206546174468,135.047,0.8376389104273417,1
U161,82.5,82.5,1,0,1478,0,0,30.0,7,2555,1,0,0,0,61.6,0,0,209.68087212352185,375.616,0.39230186530513056,1
U162,87.5,87.5,1,0,183,1,0,30.0,5,1825,1,0,0,0,57.63,0,0,199.83117261022915,298.435,0.8405320829787881,4
U163,92.5,92.5,1,0,1227,1,0,30.0,3,1095,1,0,0,0,82.0,0,0,184.8730177072684,411.394,0.4797327209198562,1
U164,92.5,92.5,1,0,659,0,0,30.0,3,1095,1,0,0,0,91.47,0,0,163.41454564909964,164.885,0.5311911672674533,1
U165,87.5,87.5,1,0,833,1,0,30.0,5,1825,1,0,0,0,85.76,0,1,181.0756974159433,411.072,0.6836517182276104,1
U166,85.0,85.0,1,0,808,1,0,30.0,6,2190,1,0,0,0,90.01,0,0,160.83959951292707,377.331,0.38692807820353126,2
U167,90.0,90.0,1,0,262,0,0,30.0,4,1460,1,0,0,0,55.8,0,0,226.88265231341407,274.264,0.9487506519736689,2
U168,82.5,82.5,1,0,1298,0,0,30.0,7,2555,1,0,0,0,92.61,0,0,168.1850040934417,280.54,0.5999000112272119,1
U169,90.0,90.0,1,0,547,1,0,30.0,4,1460,1,0,0,0,78.98,0,0,162.9239663528665,410.179,0.43051401427197544,1
U170,95.0,95.0,1,0,219,1,0,30.0,2,730,1,0,0,0,65.87,0,0,193.36559470452727,304.45,0.7879963441694673,2
U171,80.0,80.0,1,0,361,1,0,30.0,8,2920,1,0,0,0,96.5,0,0,181.4333645607881,251.807,0.5757402502355895,5
U172,87.5,87.5,1,0,1277,0,0,30.0,5,1825,1,0,0,0,73.97,0,0,186.05639402347796,285.438,0.18398992605457642,2
U173,85.0,85.0,1,0,75,0,0,30.0,6,2190,1,0,0,0,70.01,0,1,236.37288192924572,220.422,0.3737093570392067,2
U174,87.5,87.5,1,0,409,1,0,30.0,5,1825,1,0,0,0,72.58,0,0,182.9633626077428,395.06,0.936204325099805,0
U175,90.0,90.0,1,0,599,0,0,30.0,4,1460,1,0,0,0,80.21,0,1,155.0885381457995,221.773,0.5800933623393107,1
U176,90.0,90.0,1,0,364,0,0,30.0,4,1460,1,0,0,0,93.17,0,0,226.53600619831008,278.475,0.546129906307582,3
U177,90.0,90.0,1,0,1461,0,0,30.0,4,1460,1,0,0,0,74.0,0,0,193.42293241322676,263.818,0.6231402093344497,3
U178,95.0,95.0,1,0,1210,1,0,30.0,2,730,1,0,0,0,90.25,0,0,199.8063148512407,186.206,0.9646224846737822,2
U179,92.5,92.5,1,0,1431,1,0,30.0,3,1095,1,0,0,0,94.52,0,0,184.30786034217874,173.785,0.24583386157101728,1
U180,92.5,92.5,1,0,729,1,0,30.0,3,1095,1,0,0,0,60.39,0,0,194.43079869006695,370.984,0.790526690464893,2
U181,82.5,82.5,1,0,1260,0,0,30.0,7,2555,1,0,0,0,63.01,0,0,184.2376690655729,252.371,0.3230261009664718,0
U182,90.0,90.0,1,0,1336,0,0,30.0,4,1460,1,0,0,0,93.57,0,0,176.5590107984549,330.086,0.9768565443617399,0
U183,80.0,80.0,1,0,34,0,0,30.0,8,2920,1,0,0,0,76.63,0,0,221.9836462936103,199.548,0.6426204879623749,1
U184,87.5,87.5,1,0,999,1,0,30.0,5,1825,1,0,0,0,78.98,0,0,284.2295056059393,164.659,0.6806323801508455,0
U185,82.5,82.5,1,0,561,1,0,30.0,7,2555,1,0,0,0,95.4,0,0,203.23049975982815,238.325,0.05756562286148392,0
U186,90.0,90.0,1,0,902,1,0,30.0,4,1460,1,0,0,0,92.37,0,0,107.53031908939097,275.898,0.9553653704358313,2
U187,92.5,92.5,1,0,161,1,0,30.0,3,1095,1,0,0,0,94.98,0,0,205.62547676695985,418.125,0.2552134555859814,1
U188,90.0,90.0,1,0,280,0,0,30.0,4,1460,1,0,0,0,78.71,0,0,215.00709864961914,228.94,0.6014044126137412,2
U189,90.0,90.0,1,0,695,0,0,30.0,4,1460,1,0,0,0,69.1,0,0,193.95715619621092,202.343,0.8738886111226751,3
U190,82.5,82.5,1,0,175,0,0,30.0,7,2555,1,0,0,0,79.89,0,0,180.54746503150326,202.068,0.828015743538383,4
U191,80.0,80.0,1,0,1276,1,0,30.0,8,2920,1,0,0,0,65.76,0,0,230.26731312642198,272.703,0.558179188585205,0
U192,92.5,92.5,1,0,1267,1,0,30.0,3,1095,1,0,0,0,72.61,0,0,204.86904101083414,358.043,0.10382805037417231,1
U193,87.5,87.5,1,0,714,1,0,30.0,5,1825,1,0,0,0,83.4,0,0,136.54597284758395,223.714,0.6694528970544087,1
U194,95.0,95.0,1,0,346,0,0,30.0,2,730,1,0,0,0,91.0,0,0,152.05478892837658,198.113,0.5232920064372842,0
U195,92.5,92.5,1,0,438,0,0,30.0,3,1095,1,0,0,0,82.03,0,0,211.24069887900853,151.267,0.31616519353703165,0
U196,82.5,82.5,1,0,615,1,0,30.0,7,2555,1,0,0,0,78.31,0,0,236.9894373132155,350.242,0.822552579526223,1
U197,97.5,97.5,1,0,341,1,0,30.0,1,365,1,0,0,0,56.8,0,0,181.81376407541404,331.03,0.4968764997838391,4
