alert_id,priority,sla_minutes,created_at,due_at,breached,last_checked
TXN-FA94AE92,P3,1440,2026-05-17T11:01:05.392244,2026-05-18T11:01:05.392244,False,2026-05-17T11:01:05.392244
TXN-3531B1B2,P3,1440,2026-05-17T11:01:05.430760,2026-05-18T11:01:05.430760,False,2026-05-17T11:01:05.430760
TXN-1B070F5E,P3,1440,2026-05-17T11:01:06.384058,2026-05-18T11:01:06.384058,False,2026-05-17T11:01:06.384058
TXN-68FA4358,P3,1440,2026-05-17T11:01:08.265459,2026-05-18T11:01:08.265459,False,2026-05-17T11:01:08.265459
TXN-C53C8734,P3,1440,2026-05-17T11:01:08.322642,2026-05-18T11:01:08.322642,False,2026-05-17T11:01:08.322642
TXN-6D9D5F3A,P3,1440,2026-05-17T11:01:08.322642,2026-05-18T11:01:08.322642,False,2026-05-17T11:01:08.322642
TXN-274BDA41,P3,1440,2026-05-17T11:01:09.241297,2026-05-18T11:01:09.241297,False,2026-05-17T11:01:09.241297
TXN-5CB98464,P3,1440,2026-05-17T11:01:11.189528,2026-05-18T11:01:11.189528,False,2026-05-17T11:01:11.189528
TXN-04B193A6,P3,1440,2026-05-17T11:01:11.251571,2026-05-18T11:01:11.251571,False,2026-05-17T11:01:11.251571
TXN-7C3A60EB,P3,1440,2026-05-17T11:01:14.023865,2026-05-18T11:01:14.023865,False,2026-05-17T11:01:14.023865
TXN-3609F2AD,P3,1440,2026-05-17T11:01:14.115204,2026-05-18T11:01:14.115204,False,2026-05-17T11:01:14.115204
TXN-CA916509,P3,1440,2026-05-17T11:01:14.757407,2026-05-18T11:01:14.757407,False,2026-05-17T11:01:14.757407
TXN-0973FA79,P3,1440,2026-05-17T11:01:16.570217,2026-05-18T11:01:16.570217,False,2026-05-17T11:01:16.570217
TXN-7A59FA64,P3,1440,2026-05-17T11:01:16.878949,2026-05-18T11:01:16.878949,False,2026-05-17T11:01:16.878949
TXN-B24C70F2,P3,1440,2026-05-17T11:01:17.004473,2026-05-18T11:01:17.004473,False,2026-05-17T11:01:17.004473
TXN-D72D495E,P3,1440,2026-05-17T11:01:17.554706,2026-05-18T11:01:17.554706,False,2026-05-17T11:01:17.554706
TXN-CC75FD10,P3,1440,2026-05-17T11:01:19.375326,2026-05-18T11:01:19.375326,False,2026-05-17T11:01:19.375326
TXN-01AC8ECE,P3,1440,2026-05-17T11:01:19.743124,2026-05-18T11:01:19.743124,False,2026-05-17T11:01:19.743124
TXN-6C57E37D,P3,1440,2026-05-17T11:01:19.880621,2026-05-18T11:01:19.880621,False,2026-05-17T11:01:19.880621
TXN-2FCB4D8D,P3,1440,2026-05-17T11:01:20.178658,2026-05-18T11:01:20.178658,False,2026-05-17T11:01:20.178658
TXN-86DCB080,P3,1440,2026-05-17T11:01:21.994474,2026-05-18T11:01:21.994474,False,2026-05-17T11:01:21.994474
TXN-1CEFB512,P3,1440,2026-05-17T11:01:22.365141,2026-05-18T11:01:22.365141,False,2026-05-17T11:01:22.365141
TXN-BBCFE5EC,P3,1440,2026-05-17T11:01:22.808601,2026-05-18T11:01:22.808601,False,2026-05-17T11:01:22.808601
TXN-F448F858,P3,1440,2026-05-17T11:01:25.248447,2026-05-18T11:01:25.248447,False,2026-05-17T11:01:25.248447
TXN-ACE9FF8D,P3,1440,2026-05-17T11:01:25.407822,2026-05-18T11:01:25.407822,False,2026-05-17T11:01:25.407822
TXN-3916B61E,P3,1440,2026-05-17T11:01:25.794846,2026-05-18T11:01:25.794846,False,2026-05-17T11:01:25.794846
TXN-69D64747,P3,1440,2026-05-17T11:01:27.593579,2026-05-18T11:01:27.593579,False,2026-05-17T11:01:27.593579
TXN-33390EA1,P3,1440,2026-05-17T11:01:28.125297,2026-05-18T11:01:28.125297,False,2026-05-17T11:01:28.125297
TXN-D029E9C3,P3,1440,2026-05-17T11:01:31.081580,2026-05-18T11:01:31.081580,False,2026-05-17T11:01:31.081580
TXN-188076E4,P3,1440,2026-05-17T11:01:31.486312,2026-05-18T11:01:31.486312,False,2026-05-17T11:01:31.486312
TXN-17FE6B72,P3,1440,2026-05-17T11:01:33.879651,2026-05-18T11:01:33.879651,False,2026-05-17T11:01:33.879651
TXN-05A45CF0,P3,1440,2026-05-17T11:01:34.474190,2026-05-18T11:01:34.474190,False,2026-05-17T11:01:34.474190
TXN-FC9FCD3C,P3,1440,2026-05-17T11:01:36.061030,2026-05-18T11:01:36.061030,False,2026-05-17T11:01:36.061030
TXN-9DB2CBA5,P3,1440,2026-05-17T11:01:36.862151,2026-05-18T11:01:36.862151,False,2026-05-17T11:01:36.862151
TXN-1A024A74,P3,1440,2026-05-17T11:01:36.870537,2026-05-18T11:01:36.870537,False,2026-05-17T11:01:36.870537
TXN-50CB8025,P3,1440,2026-05-17T11:01:37.471019,2026-05-18T11:01:37.471019,False,2026-05-17T11:01:37.471019
TXN-2F246B43,P3,1440,2026-05-17T11:01:38.985160,2026-05-18T11:01:38.985160,False,2026-05-17T11:01:38.985160
TXN-95BF6E26,P3,1440,2026-05-17T11:01:39.964182,2026-05-18T11:01:39.964182,False,2026-05-17T11:01:39.964182
TXN-365F0A22,P3,1440,2026-05-17T11:01:39.964182,2026-05-18T11:01:39.964182,False,2026-05-17T11:01:39.964182
TXN-67AF3513,P3,1440,2026-05-17T11:01:40.637021,2026-05-18T11:01:40.637021,False,2026-05-17T11:01:40.637021
TXN-F481EA6F,P3,1440,2026-05-17T11:01:42.477660,2026-05-18T11:01:42.477660,False,2026-05-17T11:01:42.477660
TXN-4FE647AA,P3,1440,2026-05-17T11:01:43.231873,2026-05-18T11:01:43.231873,False,2026-05-17T11:01:43.231873
TXN-9CC0BFCD,P3,1440,2026-05-17T11:01:43.264185,2026-05-18T11:01:43.264185,False,2026-05-17T11:01:43.264185
TXN-2F6747A9,P3,1440,2026-05-17T11:01:45.115475,2026-05-18T11:01:45.115475,False,2026-05-17T11:01:45.115475
TXN-19797F5F,P3,1440,2026-05-17T11:01:45.938718,2026-05-18T11:01:45.938718,False,2026-05-17T11:01:45.938718
TXN-BC50FE3A,P3,1440,2026-05-17T11:01:45.970612,2026-05-18T11:01:45.970612,False,2026-05-17T11:01:45.970612
TXN-9522BE15,P3,1440,2026-05-17T11:01:46.055974,2026-05-18T11:01:46.055974,False,2026-05-17T11:01:46.055974
TXN-7D01DC3B,P3,1440,2026-05-17T11:01:47.765505,2026-05-18T11:01:47.765505,False,2026-05-17T11:01:47.765505
TXN-AC04EFC0,P3,1440,2026-05-17T11:01:48.792959,2026-05-18T11:01:48.792959,False,2026-05-17T11:01:48.792959
TXN-A39BC72C,P3,1440,2026-05-17T11:01:50.713842,2026-05-18T11:01:50.713842,False,2026-05-17T11:01:50.713842
TXN-33F5B1F3,P3,1440,2026-05-17T11:01:51.488754,2026-05-18T11:01:51.488754,False,2026-05-17T11:01:51.488754
TXN-42477707,P3,1440,2026-05-17T11:01:51.588369,2026-05-18T11:01:51.588369,False,2026-05-17T11:01:51.588369
TXN-4CF0779A,P3,1440,2026-05-17T11:01:51.807793,2026-05-18T11:01:51.807793,False,2026-05-17T11:01:51.807793
TXN-4A48581D,P3,1440,2026-05-17T11:01:54.480851,2026-05-18T11:01:54.480851,False,2026-05-17T11:01:54.480851
TXN-2865FA69,P3,1440,2026-05-17T11:01:54.649318,2026-05-18T11:01:54.649318,False,2026-05-17T11:01:54.649318
TXN-DE2A478E,P3,1440,2026-05-17T11:01:54.867969,2026-05-18T11:01:54.867969,False,2026-05-17T11:01:54.867969
TXN-DC1C74AA,P3,1440,2026-05-17T11:01:56.549584,2026-05-18T11:01:56.549584,False,2026-05-17T11:01:56.549584
TXN-B848CEF4,P3,1440,2026-05-17T11:01:57.523422,2026-05-18T11:01:57.523422,False,2026-05-17T11:01:57.523422
TXN-566864E2,P3,1440,2026-05-17T11:01:57.736842,2026-05-18T11:01:57.736842,False,2026-05-17T11:01:57.736842
TXN-C5577261,P3,1440,2026-05-17T11:01:57.955739,2026-05-18T11:01:57.955739,False,2026-05-17T11:01:57.955739
TXN-7B28665C,P3,1440,2026-05-17T11:01:59.584848,2026-05-18T11:01:59.584848,False,2026-05-17T11:01:59.584848
TXN-FEFAEB35,P3,1440,2026-05-17T11:02:00.645893,2026-05-18T11:02:00.645893,False,2026-05-17T11:02:00.645893
TXN-74C4DAC0,P3,1440,2026-05-17T11:02:00.908299,2026-05-18T11:02:00.908299,False,2026-05-17T11:02:00.908299
TXN-62269341,P3,1440,2026-05-17T11:02:01.155193,2026-05-18T11:02:01.155193,False,2026-05-17T11:02:01.155193
TXN-49EE339F,P3,1440,2026-05-17T11:02:02.681060,2026-05-18T11:02:02.681060,False,2026-05-17T11:02:02.681060
TXN-A913FD62,P3,1440,2026-05-17T11:02:03.132060,2026-05-18T11:02:03.132060,False,2026-05-17T11:02:03.132060
TXN-FBFE471D,P3,1440,2026-05-17T11:02:03.652551,2026-05-18T11:02:03.652551,False,2026-05-17T11:02:03.652551
TXN-6A335867,P3,1440,2026-05-17T11:02:03.943512,2026-05-18T11:02:03.943512,False,2026-05-17T11:02:03.943512
TXN-B176CD2B,P3,1440,2026-05-17T11:02:04.172940,2026-05-18T11:02:04.172940,False,2026-05-17T11:02:04.172940
TXN-5E7EB31C,P3,1440,2026-05-17T11:02:05.583939,2026-05-18T11:02:05.583939,False,2026-05-17T11:02:05.583939
TXN-A7A8398C,P3,1440,2026-05-17T11:02:06.469788,2026-05-18T11:02:06.469788,False,2026-05-17T11:02:06.469788
TXN-3BC6E69F,P3,1440,2026-05-17T11:02:06.855525,2026-05-18T11:02:06.855525,False,2026-05-17T11:02:06.855525
TXN-6D83AC07,P3,1440,2026-05-17T11:02:07.080513,2026-05-18T11:02:07.080513,False,2026-05-17T11:02:07.080513
TXN-26BF4CA3,P3,1440,2026-05-17T11:02:08.562972,2026-05-18T11:02:08.562972,False,2026-05-17T11:02:08.562972
TXN-AF032671,P3,1440,2026-05-17T11:02:09.320670,2026-05-18T11:02:09.320670,False,2026-05-17T11:02:09.320670
TXN-AE35C8D6,P3,1440,2026-05-17T11:02:09.781265,2026-05-18T11:02:09.781265,False,2026-05-17T11:02:09.781265
TXN-1A876E16,P3,1440,2026-05-17T11:02:10.010588,2026-05-18T11:02:10.010588,False,2026-05-17T11:02:10.010588
TXN-DA256DCC,P3,1440,2026-05-17T11:02:11.927486,2026-05-18T11:02:11.927486,False,2026-05-17T11:02:11.927486
TXN-152128D8,P3,1440,2026-05-17T11:02:12.387917,2026-05-18T11:02:12.387917,False,2026-05-17T11:02:12.387917
TXN-0BDE207C,P3,1440,2026-05-17T11:02:13.473527,2026-05-18T11:02:13.473527,False,2026-05-17T11:02:13.473527
TXN-6697BE39,P3,1440,2026-05-17T11:02:14.604488,2026-05-18T11:02:14.604488,False,2026-05-17T11:02:14.604488
TXN-D4E026EF,P3,1440,2026-05-17T11:02:15.205795,2026-05-18T11:02:15.205795,False,2026-05-17T11:02:15.205795
TXN-6A29B1BF,P3,1440,2026-05-17T11:02:16.156515,2026-05-18T11:02:16.156515,False,2026-05-17T11:02:16.156515
TXN-55D3E41D,P3,1440,2026-05-17T11:02:16.384120,2026-05-18T11:02:16.384120,False,2026-05-17T11:02:16.384120
TXN-EB76B29F,P3,1440,2026-05-17T11:02:17.202672,2026-05-18T11:02:17.202672,False,2026-05-17T11:02:17.202672
TXN-7ECDD4E3,P3,1440,2026-05-17T11:02:17.578223,2026-05-18T11:02:17.578223,False,2026-05-17T11:02:17.578223
TXN-3ADC22B5,P3,1440,2026-05-17T11:02:17.811556,2026-05-18T11:02:17.811556,False,2026-05-17T11:02:17.811556
TXN-CFC75850,P3,1440,2026-05-17T11:02:19.004626,2026-05-18T11:02:19.004626,False,2026-05-17T11:02:19.004626
TXN-3E10E749,P3,1440,2026-05-17T11:02:19.839575,2026-05-18T11:02:19.839575,False,2026-05-17T11:02:19.839575
TXN-EC0537C0,P3,1440,2026-05-17T11:02:20.217574,2026-05-18T11:02:20.217574,False,2026-05-17T11:02:20.217574
TXN-29293B6D,P3,1440,2026-05-17T11:02:21.327477,2026-05-18T11:02:21.327477,False,2026-05-17T11:02:21.327477
TXN-581B1F4C,P3,1440,2026-05-17T11:02:21.612732,2026-05-18T11:02:21.612732,False,2026-05-17T11:02:21.612732
TXN-8B72DA6A,P3,1440,2026-05-17T11:02:22.468431,2026-05-18T11:02:22.468431,False,2026-05-17T11:02:22.468431
TXN-1A2475CA,P3,1440,2026-05-17T11:02:22.925735,2026-05-18T11:02:22.925735,False,2026-05-17T11:02:22.925735
TXN-B9AE7FC2,P3,1440,2026-05-17T11:02:23.938747,2026-05-18T11:02:23.938747,False,2026-05-17T11:02:23.938747
TXN-A98AD073,P3,1440,2026-05-17T11:02:25.080013,2026-05-18T11:02:25.080013,False,2026-05-17T11:02:25.080013
TXN-1C2E61BA,P3,1440,2026-05-17T11:02:25.380996,2026-05-18T11:02:25.380996,False,2026-05-17T11:02:25.380996
TXN-78896BD8,P3,1440,2026-05-17T11:02:25.588179,2026-05-18T11:02:25.588179,False,2026-05-17T11:02:25.588179
TXN-1F7EF818,P3,1440,2026-05-17T11:02:26.789782,2026-05-18T11:02:26.789782,False,2026-05-17T11:02:26.789782
TXN-47069E8B,P3,1440,2026-05-17T11:02:28.013541,2026-05-18T11:02:28.013541,False,2026-05-17T11:02:28.013541
TXN-EE10838A,P3,1440,2026-05-17T11:02:28.224411,2026-05-18T11:02:28.224411,False,2026-05-17T11:02:28.224411
TXN-C49A28E9,P3,1440,2026-05-17T11:02:29.136026,2026-05-18T11:02:29.136026,False,2026-05-17T11:02:29.136026
TXN-E5324F8F,P3,1440,2026-05-17T11:02:30.620250,2026-05-18T11:02:30.620250,False,2026-05-17T11:02:30.620250
TXN-08C6325E,P3,1440,2026-05-17T11:02:32.121265,2026-05-18T11:02:32.121265,False,2026-05-17T11:02:32.121265
TXN-2CA16218,P3,1440,2026-05-17T11:02:32.850424,2026-05-18T11:02:32.850424,False,2026-05-17T11:02:32.850424
TXN-A82EC165,P3,1440,2026-05-17T11:02:33.228173,2026-05-18T11:02:33.228173,False,2026-05-17T11:02:33.228173
TXN-671D1439,P3,1440,2026-05-17T11:02:33.442967,2026-05-18T11:02:33.442967,False,2026-05-17T11:02:33.442967
TXN-2D73A716,P3,1440,2026-05-17T11:02:34.324416,2026-05-18T11:02:34.324416,False,2026-05-17T11:02:34.324416
TXN-A43D5CE0,P3,1440,2026-05-17T11:02:34.752620,2026-05-18T11:02:34.752620,False,2026-05-17T11:02:34.752620
TXN-481C7C95,P3,1440,2026-05-17T11:02:35.485735,2026-05-18T11:02:35.485735,False,2026-05-17T11:02:35.485735
TXN-AF33907C,P3,1440,2026-05-17T11:02:35.863040,2026-05-18T11:02:35.863040,False,2026-05-17T11:02:35.863040
TXN-E6607DDC,P3,1440,2026-05-17T11:02:36.077970,2026-05-18T11:02:36.077970,False,2026-05-17T11:02:36.077970
TXN-18593340,P3,1440,2026-05-17T11:02:36.984566,2026-05-18T11:02:36.984566,False,2026-05-17T11:02:36.984566
TXN-94DA367F,P3,1440,2026-05-17T11:02:37.400768,2026-05-18T11:02:37.400768,False,2026-05-17T11:02:37.400768
TXN-B15347AD,P3,1440,2026-05-17T11:02:38.140019,2026-05-18T11:02:38.140019,False,2026-05-17T11:02:38.140019
TXN-75554E71,P3,1440,2026-05-17T11:02:38.484730,2026-05-18T11:02:38.484730,False,2026-05-17T11:02:38.484730
TXN-69A48714,P3,1440,2026-05-17T11:02:38.688686,2026-05-18T11:02:38.688686,False,2026-05-17T11:02:38.688686
TXN-CE93F057,P3,1440,2026-05-17T11:02:39.603381,2026-05-18T11:02:39.603381,False,2026-05-17T11:02:39.603381
TXN-FE0F7294,P3,1440,2026-05-17T11:02:40.021481,2026-05-18T11:02:40.021481,False,2026-05-17T11:02:40.021481
TXN-2BFF0DDF,P3,1440,2026-05-17T11:02:40.800533,2026-05-18T11:02:40.800533,False,2026-05-17T11:02:40.800533
TXN-FEA58DC9,P3,1440,2026-05-17T11:02:41.096268,2026-05-18T11:02:41.096268,False,2026-05-17T11:02:41.096268
TXN-0F981D42,P3,1440,2026-05-17T11:02:41.319989,2026-05-18T11:02:41.319989,False,2026-05-17T11:02:41.319989
TXN-B379C956,P3,1440,2026-05-17T11:02:42.220046,2026-05-18T11:02:42.220046,False,2026-05-17T11:02:42.220046
TXN-E4373AEA,P3,1440,2026-05-17T11:02:42.623690,2026-05-18T11:02:42.623690,False,2026-05-17T11:02:42.623690
TXN-8D1BA4A7,P3,1440,2026-05-17T11:02:43.697985,2026-05-18T11:02:43.697985,False,2026-05-17T11:02:43.697985
TXN-2C7185C0,P3,1440,2026-05-17T11:02:43.951778,2026-05-18T11:02:43.951778,False,2026-05-17T11:02:43.951778
TXN-44CA2B7C,P3,1440,2026-05-17T11:02:45.992518,2026-05-18T11:02:45.992518,False,2026-05-17T11:02:45.992518
TXN-1AC9B7FA,P3,1440,2026-05-17T11:02:46.334607,2026-05-18T11:02:46.334607,False,2026-05-17T11:02:46.334607
TXN-86842183,P3,1440,2026-05-17T11:02:46.562552,2026-05-18T11:02:46.562552,False,2026-05-17T11:02:46.562552
TXN-5F517919,P3,1440,2026-05-17T11:02:47.379311,2026-05-18T11:02:47.379311,False,2026-05-17T11:02:47.379311
TXN-BEE6AE35,P3,1440,2026-05-17T11:02:49.190941,2026-05-18T11:02:49.190941,False,2026-05-17T11:02:49.190941
TXN-E4BC448A,P3,1440,2026-05-17T11:02:50.297216,2026-05-18T11:02:50.297216,False,2026-05-17T11:02:50.297216
TXN-F34E9834,P3,1440,2026-05-17T11:02:51.206883,2026-05-18T11:02:51.206883,False,2026-05-17T11:02:51.206883
TXN-AD53FFEF,P3,1440,2026-05-17T11:02:51.600447,2026-05-18T11:02:51.600447,False,2026-05-17T11:02:51.600447
TXN-B5397AD2,P3,1440,2026-05-17T11:02:52.591693,2026-05-18T11:02:52.591693,False,2026-05-17T11:02:52.591693
TXN-00690661,P3,1440,2026-05-17T11:02:53.255564,2026-05-18T11:02:53.255564,False,2026-05-17T11:02:53.255564
TXN-1346C031,P3,1440,2026-05-17T11:02:53.858451,2026-05-18T11:02:53.858451,False,2026-05-17T11:02:53.858451
TXN-D8DC491F,P3,1440,2026-05-17T11:02:54.265067,2026-05-18T11:02:54.265067,False,2026-05-17T11:02:54.265067
TXN-31BE9CD9,P3,1440,2026-05-17T11:02:54.548265,2026-05-18T11:02:54.548265,False,2026-05-17T11:02:54.548265
TXN-7425330A,P3,1440,2026-05-17T11:02:55.315227,2026-05-18T11:02:55.315227,False,2026-05-17T11:02:55.315227
TXN-07DB231D,P3,1440,2026-05-17T11:02:56.288337,2026-05-18T11:02:56.288337,False,2026-05-17T11:02:56.288337
TXN-6A440711,P3,1440,2026-05-17T11:02:56.872006,2026-05-18T11:02:56.872006,False,2026-05-17T11:02:56.872006
TXN-2CEC23BF,P3,1440,2026-05-17T11:02:57.428488,2026-05-18T11:02:57.428488,False,2026-05-17T11:02:57.428488
TXN-8DAF7FDD,P3,1440,2026-05-17T11:02:57.695418,2026-05-18T11:02:57.695418,False,2026-05-17T11:02:57.695418
TXN-EA7BB4D3,P3,1440,2026-05-17T11:02:58.304940,2026-05-18T11:02:58.304940,False,2026-05-17T11:02:58.304940
TXN-33FECE88,P3,1440,2026-05-17T11:02:59.273259,2026-05-18T11:02:59.273259,False,2026-05-17T11:02:59.273259
TXN-2AF5130D,P3,1440,2026-05-17T11:02:59.888116,2026-05-18T11:02:59.888116,False,2026-05-17T11:02:59.888116
TXN-EDD35C73,P3,1440,2026-05-17T11:03:00.487201,2026-05-18T11:03:00.487201,False,2026-05-17T11:03:00.487201
TXN-5E012446,P3,1440,2026-05-17T11:03:00.733645,2026-05-18T11:03:00.733645,False,2026-05-17T11:03:00.733645
TXN-C2094F87,P3,1440,2026-05-17T11:03:01.384646,2026-05-18T11:03:01.384646,False,2026-05-17T11:03:01.384646
TXN-697EBA70,P3,1440,2026-05-17T11:03:02.923004,2026-05-18T11:03:02.923004,False,2026-05-17T11:03:02.923004
TXN-B617561C,P3,1440,2026-05-17T11:03:03.595834,2026-05-18T11:03:03.595834,False,2026-05-17T11:03:03.595834
TXN-4F00D2B4,P3,1440,2026-05-17T11:03:03.854519,2026-05-18T11:03:03.854519,False,2026-05-17T11:03:03.854519
TXN-D442635F,P3,1440,2026-05-17T11:03:04.461538,2026-05-18T11:03:04.461538,False,2026-05-17T11:03:04.461538
TXN-009253C2,P3,1440,2026-05-17T11:03:05.084928,2026-05-18T11:03:05.084928,False,2026-05-17T11:03:05.084928
TXN-96E298C1,P3,1440,2026-05-17T11:03:05.910333,2026-05-18T11:03:05.910333,False,2026-05-17T11:03:05.910333
TXN-10A3A1CB,P3,1440,2026-05-17T11:03:06.671688,2026-05-18T11:03:06.671688,False,2026-05-17T11:03:06.671688
TXN-88A2E4F3,P3,1440,2026-05-17T11:03:06.932458,2026-05-18T11:03:06.932458,False,2026-05-17T11:03:06.932458
TXN-188FDE3F,P3,1440,2026-05-17T11:03:08.101649,2026-05-18T11:03:08.101649,False,2026-05-17T11:03:08.101649
TXN-44677861,P3,1440,2026-05-17T11:03:08.961186,2026-05-18T11:03:08.961186,False,2026-05-17T11:03:08.961186
TXN-B80D5886,P3,1440,2026-05-17T11:03:09.773518,2026-05-18T11:03:09.773518,False,2026-05-17T11:03:09.773518
TXN-864C8B0B,P3,1440,2026-05-17T11:03:10.050399,2026-05-18T11:03:10.050399,False,2026-05-17T11:03:10.050399
TXN-224F6990,P3,1440,2026-05-17T11:03:10.424334,2026-05-18T11:03:10.424334,False,2026-05-17T11:03:10.424334
TXN-53AA2776,P3,1440,2026-05-17T11:03:12.172231,2026-05-18T11:03:12.172231,False,2026-05-17T11:03:12.172231
TXN-3804B5B3,P3,1440,2026-05-17T11:03:12.837698,2026-05-18T11:03:12.837698,False,2026-05-17T11:03:12.837698
TXN-ECD78261,P3,1440,2026-05-17T11:03:13.463888,2026-05-18T11:03:13.463888,False,2026-05-17T11:03:13.463888
TXN-AECF1B55,P3,1440,2026-05-17T11:03:15.171624,2026-05-18T11:03:15.171624,False,2026-05-17T11:03:15.171624
TXN-BFE7C50B,P3,1440,2026-05-17T11:03:15.878913,2026-05-18T11:03:15.878913,False,2026-05-17T11:03:15.878913
TXN-F9DCD059,P3,1440,2026-05-17T11:03:16.569109,2026-05-18T11:03:16.569109,False,2026-05-17T11:03:16.569109
TXN-03CEF2B9,P3,1440,2026-05-17T11:03:18.191745,2026-05-18T11:03:18.191745,False,2026-05-17T11:03:18.191745
TXN-FF256859,P3,1440,2026-05-17T11:03:18.870559,2026-05-18T11:03:18.870559,False,2026-05-17T11:03:18.870559
TXN-29DB8413,P3,1440,2026-05-17T11:03:19.602666,2026-05-18T11:03:19.602666,False,2026-05-17T11:03:19.602666
TXN-BAC72AA3,P3,1440,2026-05-17T11:03:19.673237,2026-05-18T11:03:19.673237,False,2026-05-17T11:03:19.673237
TXN-E75120FA,P3,1440,2026-05-17T11:03:21.175215,2026-05-18T11:03:21.175215,False,2026-05-17T11:03:21.175215
TXN-BF67A233,P3,1440,2026-05-17T11:03:21.482484,2026-05-18T11:03:21.482484,False,2026-05-17T11:03:21.482484
TXN-96F86BE0,P3,1440,2026-05-17T11:03:21.843276,2026-05-18T11:03:21.843276,False,2026-05-17T11:03:21.843276
TXN-097B4696,P3,1440,2026-05-17T11:03:22.629534,2026-05-18T11:03:22.629534,False,2026-05-17T11:03:22.629534
TXN-B576B33B,P3,1440,2026-05-17T11:03:22.704555,2026-05-18T11:03:22.704555,False,2026-05-17T11:03:22.704555
TXN-E30CE01F,P3,1440,2026-05-17T11:03:24.223012,2026-05-18T11:03:24.223012,False,2026-05-17T11:03:24.223012
TXN-E185C4D1,P3,1440,2026-05-17T11:03:24.901417,2026-05-18T11:03:24.901417,False,2026-05-17T11:03:24.901417
TXN-8369B72C,P3,1440,2026-05-17T11:03:25.581780,2026-05-18T11:03:25.581780,False,2026-05-17T11:03:25.581780
TXN-3AE31F18,P3,1440,2026-05-17T11:03:27.221724,2026-05-18T11:03:27.221724,False,2026-05-17T11:03:27.221724
